gene	length
ENSG00000081181	2418
ENSG00000081189	9053
ENSG00000081277	6211
ENSG00000081307	6827
ENSG00000081320	6580
ENSG00000081377	10457
ENSG00000081386	5921
ENSG00000081665	8414
ENSG00000081692	4315
ENSG00000081721	1762
ENSG00000081760	16089
ENSG00000081791	6047
ENSG00000081803	6364
ENSG00000081853	4653
ENSG00000081870	3236
ENSG00000081913	9153
ENSG00000081923	6652
ENSG00000082014	5198
ENSG00000082068	7039
ENSG00000082126	4978
ENSG00000082146	3242
ENSG00000082153	4593
ENSG00000082212	3427
ENSG00000082213	4172
ENSG00000082258	9081
ENSG00000082269	10589
ENSG00000082397	10975
ENSG00000082438	17176
ENSG00000082458	7841
ENSG00000082482	3910
ENSG00000082497	5467
ENSG00000082512	9022
ENSG00000082515	5267
ENSG00000082516	5637
ENSG00000082641	5825
ENSG00000082701	8006
ENSG00000082781	6447
ENSG00000082805	13484
ENSG00000082898	11708
ENSG00000082996	3635
ENSG00000083093	4740
ENSG00000083097	10613
ENSG00000083099	8679
ENSG00000083123	4102
ENSG00000083168	11852
ENSG00000083223	6707
ENSG00000083290	9843
ENSG00000083312	11977
ENSG00000083444	5320
ENSG00000083457	6657
ENSG00000083520	7602
ENSG00000083535	3669
ENSG00000083544	4112
ENSG00000083635	3492
ENSG00000083642	13212
ENSG00000083720	4194
ENSG00000083750	2725
ENSG00000083799	12963
ENSG00000083807	8025
ENSG00000083812	3795
ENSG00000083814	3532
ENSG00000083817	2561
ENSG00000083828	3261
ENSG00000083838	4923
ENSG00000083844	3042
ENSG00000083845	3617
ENSG00000083857	16168
ENSG00000083896	7032
ENSG00000083937	3106
ENSG00000084070	3436
ENSG00000084072	8071
ENSG00000084073	3572
ENSG00000084090	4414
ENSG00000084092	3415
ENSG00000084093	7875
ENSG00000084112	10039
ENSG00000084207	1925
ENSG00000084234	7444
ENSG00000084444	6807
ENSG00000084463	3418
ENSG00000084623	1725
ENSG00000084636	9365
ENSG00000084652	5103
ENSG00000084676	8633
ENSG00000084693	5283
ENSG00000084710	6828
ENSG00000084731	6397
ENSG00000084733	3631
ENSG00000084754	3971
ENSG00000084764	3459
ENSG00000084774	8422
ENSG00000085063	4942
ENSG00000085117	4054
ENSG00000085185	7996
ENSG00000085224	12224
ENSG00000085231	4050
ENSG00000085274	5730
ENSG00000085276	9103
ENSG00000085365	6842
ENSG00000085377	3762
ENSG00000085382	9238
ENSG00000085415	10481
ENSG00000085433	4536
ENSG00000085449	5516
ENSG00000085491	6548
ENSG00000085511	7522
ENSG00000085514	2003
ENSG00000085563	5552
ENSG00000085644	6443
ENSG00000085662	3660
ENSG00000085719	6792
ENSG00000085721	4156
ENSG00000085733	6949
ENSG00000085760	3371
ENSG00000085788	10686
ENSG00000085832	7551
ENSG00000085840	3157
ENSG00000085871	3182
ENSG00000085872	6113
ENSG00000085978	6047
ENSG00000085982	9352
ENSG00000085998	6366
ENSG00000085999	3212
ENSG00000086015	7877
ENSG00000086061	2730
ENSG00000086062	5065
ENSG00000086065	2237
ENSG00000086102	7147
ENSG00000086189	3736
ENSG00000086200	7540
ENSG00000086232	5544
ENSG00000086289	2864
ENSG00000086475	3979
ENSG00000086504	2404
ENSG00000086544	3385
ENSG00000086589	3631
ENSG00000086598	3822
ENSG00000086619	5688
ENSG00000086666	5065
ENSG00000086712	4460
ENSG00000086730	4542
ENSG00000086758	17373
ENSG00000086827	2992
ENSG00000086848	8014
ENSG00000086991	6327
ENSG00000087008	3846
ENSG00000087053	6119
ENSG00000087074	3093
ENSG00000087076	1281
ENSG00000087077	2802
ENSG00000087086	878
ENSG00000087087	4587
ENSG00000087088	2587
ENSG00000087095	5288
ENSG00000087111	5990
ENSG00000087116	7687
ENSG00000087152	5301
ENSG00000087157	4965
ENSG00000087191	4483
ENSG00000087206	4852
ENSG00000087245	4933
ENSG00000087253	7439
ENSG00000087263	5806
ENSG00000087266	13968
ENSG00000087269	3538
ENSG00000087274	13106
ENSG00000087299	3911
ENSG00000087301	4739
ENSG00000087302	2334
ENSG00000087303	6158
ENSG00000087338	4922
ENSG00000087365	9795
ENSG00000087448	7622
ENSG00000087460	13320
ENSG00000087470	7184
ENSG00000087494	3377
ENSG00000087502	5826
ENSG00000087586	2928
ENSG00000087589	4025
ENSG00000087842	2512
ENSG00000087884	1943
ENSG00000087903	9094
ENSG00000087995	3114
ENSG00000088035	4950
ENSG00000088038	6697
ENSG00000088179	12542
ENSG00000088205	7851
ENSG00000088247	4563
ENSG00000088256	6242
ENSG00000088280	4988
ENSG00000088298	3380
ENSG00000088305	4630
ENSG00000088325	3605
ENSG00000088340	9212
ENSG00000088356	1385
ENSG00000088367	7859
ENSG00000088387	10061
ENSG00000088448	4557
ENSG00000088451	2586
ENSG00000088538	8755
ENSG00000088543	3242
ENSG00000088682	4324
ENSG00000088727	5867
ENSG00000088766	5370
ENSG00000088808	9031
ENSG00000088812	8753
ENSG00000088826	4943
ENSG00000088832	2369
ENSG00000088833	6617
ENSG00000088836	4081
ENSG00000088854	8864
ENSG00000088876	4520
ENSG00000088888	4240
ENSG00000088899	5349
ENSG00000088930	3489
ENSG00000088970	4802
ENSG00000088986	2957
ENSG00000089006	7894
ENSG00000089009	4447
ENSG00000089022	5576
ENSG00000089041	3587
ENSG00000089048	3216
ENSG00000089050	3861
ENSG00000089053	12304
ENSG00000089057	7523
ENSG00000089060	6768
ENSG00000089063	2038
ENSG00000089091	6637
ENSG00000089094	13623
ENSG00000089123	3365
ENSG00000089127	3910
ENSG00000089154	9654
ENSG00000089157	4001
ENSG00000089159	7452
ENSG00000089163	1222
ENSG00000089177	6278
ENSG00000089195	3754
ENSG00000089220	1780
ENSG00000089225	4363
ENSG00000089234	4686
ENSG00000089248	3083
ENSG00000089280	7218
ENSG00000089289	1862
ENSG00000089327	2993
ENSG00000089335	5032
ENSG00000089351	5942
ENSG00000089472	7113
ENSG00000089486	4268
ENSG00000089505	1467
ENSG00000089597	4933
ENSG00000089639	3740
ENSG00000089682	6105
ENSG00000089685	3815
ENSG00000089693	3773
ENSG00000089723	4252
ENSG00000089737	6007
ENSG00000089775	12229
ENSG00000089818	4155
ENSG00000089876	3948
ENSG00000089902	6202
ENSG00000089916	21987
ENSG00000090006	8109
ENSG00000090013	1665
ENSG00000090020	5974
ENSG00000090054	3658
ENSG00000090060	12766
ENSG00000090061	8220
ENSG00000090097	3686
ENSG00000090238	3181
ENSG00000090263	1818
ENSG00000090266	4447
ENSG00000090273	2856
ENSG00000090316	9857
ENSG00000090339	3706
ENSG00000090372	7641
ENSG00000090376	10004
ENSG00000090432	2436
ENSG00000090447	7867
ENSG00000090470	3263
ENSG00000090487	3984
ENSG00000090520	6040
ENSG00000090530	5605
ENSG00000090539	6620
ENSG00000090565	6317
ENSG00000090581	3672
ENSG00000090612	6905
ENSG00000090615	10550
ENSG00000090621	6782
ENSG00000090674	3956
ENSG00000090686	9497
ENSG00000090776	3314
ENSG00000090857	9148
ENSG00000090861	4498
ENSG00000090863	9550
ENSG00000090889	4723
ENSG00000090905	12522
ENSG00000090924	9199
ENSG00000090971	2163
ENSG00000090975	9165
ENSG00000090989	5347
ENSG00000091009	6900
ENSG00000091039	9198
ENSG00000091073	5042
ENSG00000091127	4421
ENSG00000091129	7939
ENSG00000091136	8140
ENSG00000091137	5800
ENSG00000091140	5299
ENSG00000091157	10685
ENSG00000091164	11298
ENSG00000091317	4413
ENSG00000091409	6704
ENSG00000091436	13799
ENSG00000091483	2142
ENSG00000091490	7483
ENSG00000091527	4367
ENSG00000091542	3190
ENSG00000091592	12811
ENSG00000091622	10609
ENSG00000091640	2831
ENSG00000091651	4309
ENSG00000091656	15696
ENSG00000091732	3011
ENSG00000091831	13629
ENSG00000091844	7899
ENSG00000091947	3029
ENSG00000091986	5305
ENSG00000092010	1781
ENSG00000092020	3863
ENSG00000092036	2539
ENSG00000092068	5942
ENSG00000092094	5041
ENSG00000092096	4278
ENSG00000092098	4982
ENSG00000092108	6571
ENSG00000092140	10025
ENSG00000092148	12417
ENSG00000092199	7315
ENSG00000092201	7151
ENSG00000092203	7076
ENSG00000092208	2532
ENSG00000092330	2712
ENSG00000092421	10956
ENSG00000092439	9198
ENSG00000092445	6697
ENSG00000092470	4078
ENSG00000092531	5893
ENSG00000092621	5622
ENSG00000092820	3336
ENSG00000092841	4609
ENSG00000092847	12886
ENSG00000092853	5411
ENSG00000092871	8512
ENSG00000092931	6587
ENSG00000092964	7052
ENSG00000092969	5151
ENSG00000092978	8833
ENSG00000093000	8318
ENSG00000093009	2846
ENSG00000093010	5195
ENSG00000093072	5136
ENSG00000093144	5678
ENSG00000093167	10674
ENSG00000093183	8159
ENSG00000093217	5343
ENSG00000094631	10412
ENSG00000094804	3382
ENSG00000094841	2825
ENSG00000094880	4616
ENSG00000094914	4138
ENSG00000094916	12508
ENSG00000094975	7835
ENSG00000095002	4552
ENSG00000095015	7716
ENSG00000095059	3006
ENSG00000095066	5950
ENSG00000095139	4177
ENSG00000095209	4511
ENSG00000095261	4432
ENSG00000095303	5607
ENSG00000095319	8041
ENSG00000095321	3803
ENSG00000095380	4922
ENSG00000095383	3563
ENSG00000095397	5542
ENSG00000095485	3985
ENSG00000095539	5253
ENSG00000095564	7673
ENSG00000095574	4821
ENSG00000095739	2314
ENSG00000095752	2671
ENSG00000095787	12188
ENSG00000095794	5695
ENSG00000095906	4983
ENSG00000095951	10975
ENSG00000096060	10628
ENSG00000096063	6692
ENSG00000096070	6618
ENSG00000096080	1284
ENSG00000096092	992
ENSG00000096093	7510
ENSG00000096384	2796
ENSG00000096401	6423
ENSG00000096433	9870
ENSG00000096654	3122
ENSG00000096696	10093
ENSG00000096717	4551
ENSG00000096746	5373
ENSG00000096872	3755
ENSG00000096968	6068
ENSG00000097007	6276
ENSG00000097021	4892
ENSG00000097033	6827
ENSG00000097046	3599
ENSG00000097096	6451
ENSG00000099139	12705
ENSG00000099194	5362
ENSG00000099203	1513
ENSG00000099204	9871
ENSG00000099219	6528
ENSG00000099246	6106
ENSG00000099250	11517
ENSG00000099251	1654
ENSG00000099256	2329
ENSG00000099284	1980
ENSG00000099290	5162
ENSG00000099308	6772
ENSG00000099326	6691
ENSG00000099330	1867
ENSG00000099331	9948
ENSG00000099337	3113
ENSG00000099341	3105
ENSG00000099364	4340
ENSG00000099365	5408
ENSG00000099377	2504
ENSG00000099381	6903
ENSG00000099385	4398
ENSG00000099622	6890
ENSG00000099624	2245
ENSG00000099625	4543
ENSG00000099725	7674
ENSG00000099783	5606
ENSG00000099785	2216
ENSG00000099795	531
ENSG00000099797	5749
ENSG00000099800	1973
ENSG00000099804	2172
ENSG00000099810	7995
ENSG00000099814	7199
ENSG00000099817	3991
ENSG00000099821	5701
ENSG00000099822	3408
ENSG00000099849	2492
ENSG00000099860	2138
ENSG00000099864	5215
ENSG00000099875	5275
ENSG00000099889	5621
ENSG00000099899	3963
ENSG00000099901	4620
ENSG00000099904	5542
ENSG00000099910	5112
ENSG00000099917	10374
ENSG00000099940	4953
ENSG00000099942	5325
ENSG00000099949	7556
ENSG00000099953	5176
ENSG00000099956	2481
ENSG00000099957	4730
ENSG00000099958	3796
ENSG00000099968	7527
ENSG00000099974	1545
ENSG00000099977	1753
ENSG00000099984	1094
ENSG00000099991	9388
ENSG00000099992	7047
ENSG00000099995	6329
ENSG00000099998	2590
ENSG00000099999	3079
ENSG00000100003	5984
ENSG00000100014	7323
ENSG00000100023	8462
ENSG00000100028	2544
ENSG00000100029	4557
ENSG00000100030	11336
ENSG00000100031	4434
ENSG00000100034	7318
ENSG00000100036	5531
ENSG00000100038	6641
ENSG00000100056	6003
ENSG00000100058	6435
ENSG00000100065	5652
ENSG00000100068	4555
ENSG00000100075	2089
ENSG00000100077	9153
ENSG00000100078	2697
ENSG00000100083	9370
ENSG00000100084	4431
ENSG00000100092	6268
ENSG00000100097	1099
ENSG00000100099	10782
ENSG00000100100	3805
ENSG00000100101	10909
ENSG00000100104	4319
ENSG00000100105	5693
ENSG00000100106	12238
ENSG00000100109	5431
ENSG00000100116	2102
ENSG00000100124	4487
ENSG00000100129	4296
ENSG00000100138	2780
ENSG00000100139	5968
ENSG00000100142	7042
ENSG00000100147	1270
ENSG00000100150	8587
ENSG00000100151	4371
ENSG00000100154	12641
ENSG00000100162	1778
ENSG00000100181	12081
ENSG00000100196	1929
ENSG00000100201	9998
ENSG00000100206	3025
ENSG00000100207	7548
ENSG00000100209	1462
ENSG00000100211	2348
ENSG00000100216	1583
ENSG00000100219	3028
ENSG00000100220	2959
ENSG00000100221	4326
ENSG00000100225	8523
ENSG00000100226	8166
ENSG00000100227	3650
ENSG00000100228	4107
ENSG00000100234	4603
ENSG00000100239	5344
ENSG00000100241	9442
ENSG00000100242	6490
ENSG00000100243	5973
ENSG00000100246	2430
ENSG00000100258	3071
ENSG00000100263	3014
ENSG00000100266	4545
ENSG00000100271	1877
ENSG00000100280	6721
ENSG00000100281	6006
ENSG00000100284	5869
ENSG00000100285	3783
ENSG00000100292	2405
ENSG00000100294	2388
ENSG00000100296	7878
ENSG00000100297	7338
ENSG00000100299	2938
ENSG00000100300	1455
ENSG00000100304	4622
ENSG00000100307	7461
ENSG00000100316	4787
ENSG00000100319	3315
ENSG00000100320	10014
ENSG00000100321	6945
ENSG00000100324	4456
ENSG00000100325	5394
ENSG00000100330	9903
ENSG00000100335	7555
ENSG00000100342	3519
ENSG00000100344	3232
ENSG00000100345	8959
ENSG00000100347	6435
ENSG00000100348	2050
ENSG00000100350	5577
ENSG00000100353	4070
ENSG00000100354	19998
ENSG00000100359	4770
ENSG00000100360	8009
ENSG00000100364	10019
ENSG00000100372	3989
ENSG00000100376	6512
ENSG00000100379	2783
ENSG00000100380	4147
ENSG00000100387	3092
ENSG00000100393	9585
ENSG00000100395	6451
ENSG00000100401	5463
ENSG00000100403	10525
ENSG00000100410	1235
ENSG00000100412	4041
ENSG00000100413	6577
ENSG00000100416	8584
ENSG00000100417	5082
ENSG00000100418	4972
ENSG00000100422	4938
ENSG00000100425	5850
ENSG00000100426	6893
ENSG00000100429	4951
ENSG00000100439	3117
ENSG00000100441	7515
ENSG00000100442	2262
ENSG00000100445	3099
ENSG00000100461	6584
ENSG00000100462	3467
ENSG00000100478	4393
ENSG00000100479	2955
ENSG00000100483	2055
ENSG00000100485	6929
ENSG00000100490	5961
ENSG00000100503	13683
ENSG00000100504	4798
ENSG00000100519	7482
ENSG00000100522	4009
ENSG00000100523	10721
ENSG00000100526	1829
ENSG00000100528	1684
ENSG00000100532	4104
ENSG00000100554	4251
ENSG00000100558	1603
ENSG00000100564	2915
ENSG00000100567	3119
ENSG00000100568	5789
ENSG00000100575	1500
ENSG00000100577	8477
ENSG00000100578	7393
ENSG00000100580	7784
ENSG00000100591	2948
ENSG00000100592	10712
ENSG00000100596	9143
ENSG00000100599	8683
ENSG00000100600	3899
ENSG00000100601	2844
ENSG00000100603	2432
ENSG00000100605	6783
ENSG00000100612	3248
ENSG00000100614	11860
ENSG00000100625	6658
ENSG00000100626	8235
ENSG00000100629	9495
ENSG00000100632	1438
ENSG00000100644	5150
ENSG00000100647	5830
ENSG00000100650	5357
ENSG00000100664	8505
ENSG00000100697	12292
ENSG00000100711	8390
ENSG00000100714	5924
ENSG00000100722	6890
ENSG00000100726	4239
ENSG00000100731	16715
ENSG00000100739	2755
ENSG00000100744	4545
ENSG00000100749	2744
ENSG00000100764	3356
ENSG00000100767	7699
ENSG00000100784	5133
ENSG00000100796	5912
ENSG00000100802	3250
ENSG00000100804	1765
ENSG00000100811	7481
ENSG00000100813	9110
ENSG00000100814	3680
ENSG00000100815	10372
ENSG00000100823	1882
ENSG00000100836	3876
ENSG00000100842	3237
ENSG00000100852	10887
ENSG00000100865	3528
ENSG00000100883	3899
ENSG00000100888	9781
ENSG00000100889	4189
ENSG00000100897	6350
ENSG00000100902	6474
ENSG00000100906	2373
ENSG00000100908	1582
ENSG00000100911	3579
ENSG00000100916	3897
ENSG00000100918	3841
ENSG00000100926	4180
ENSG00000100934	9017
ENSG00000100938	3622
ENSG00000100941	4201
ENSG00000100949	3545
ENSG00000100968	8437
ENSG00000100979	2402
ENSG00000100982	2832
ENSG00000100983	2325
ENSG00000100991	3226
ENSG00000100994	4474
ENSG00000100997	3429
ENSG00000101000	1348
ENSG00000101003	4190
ENSG00000101004	6008
ENSG00000101019	6916
ENSG00000101040	7684
ENSG00000101052	2542
ENSG00000101057	2682
ENSG00000101079	3248
ENSG00000101084	1517
ENSG00000101104	4984
ENSG00000101109	9079
ENSG00000101126	7133
ENSG00000101132	1975
ENSG00000101134	2604
ENSG00000101138	2724
ENSG00000101146	5855
ENSG00000101150	4679
ENSG00000101152	5304
ENSG00000101158	6298
ENSG00000101160	2038
ENSG00000101161	3044
ENSG00000101166	2977
ENSG00000101181	5209
ENSG00000101182	1750
ENSG00000101188	4237
ENSG00000101189	1636
ENSG00000101190	3436
ENSG00000101191	13281
ENSG00000101193	1791
ENSG00000101194	4480
ENSG00000101199	6610
ENSG00000101216	4707
ENSG00000101220	2415
ENSG00000101224	4149
ENSG00000101236	7668
ENSG00000101246	7610
ENSG00000101247	4056
ENSG00000101255	2948
ENSG00000101265	5759
ENSG00000101266	5671
ENSG00000101290	11893
ENSG00000101294	5701
ENSG00000101298	5572
ENSG00000101310	4039
ENSG00000101311	5359
ENSG00000101333	6900
ENSG00000101335	1199
ENSG00000101337	5415
ENSG00000101343	4567
ENSG00000101346	6426
ENSG00000101347	5214
ENSG00000101350	6103
ENSG00000101361	4761
ENSG00000101363	2045
ENSG00000101365	2299
ENSG00000101367	2623
ENSG00000101384	6292
ENSG00000101391	4567
ENSG00000101400	2342
ENSG00000101407	4122
ENSG00000101412	2503
ENSG00000101413	4243
ENSG00000101417	1771
ENSG00000101421	1646
ENSG00000101439	2504
ENSG00000101442	2236
ENSG00000101444	3894
ENSG00000101447	2429
ENSG00000101452	4930
ENSG00000101457	1883
ENSG00000101460	1762
ENSG00000101464	2755
ENSG00000101473	4213
ENSG00000101474	2454
ENSG00000101493	8719
ENSG00000101544	5893
ENSG00000101546	3722
ENSG00000101557	5987
ENSG00000101558	11880
ENSG00000101574	5724
ENSG00000101577	6800
ENSG00000101596	12210
ENSG00000101608	3245
ENSG00000101624	6158
ENSG00000101639	9897
ENSG00000101654	6982
ENSG00000101665	3692
ENSG00000101670	5690
ENSG00000101680	15872
ENSG00000101745	12269
ENSG00000101751	9472
ENSG00000101752	10033
ENSG00000101773	5091
ENSG00000101782	5320
ENSG00000101811	2151
ENSG00000101825	9793
ENSG00000101843	2459
ENSG00000101844	2927
ENSG00000101846	6521
ENSG00000101849	7006
ENSG00000101856	1911
ENSG00000101868	6336
ENSG00000101871	7569
ENSG00000101882	3515
ENSG00000101888	3064
ENSG00000101901	6764
ENSG00000101911	2758
ENSG00000101928	2675
ENSG00000101935	6516
ENSG00000101938	4159
ENSG00000101940	4210
ENSG00000101945	3368
ENSG00000101955	2105
ENSG00000101966	9025
ENSG00000101972	8187
ENSG00000101974	7407
ENSG00000101986	4233
ENSG00000101997	2516
ENSG00000102007	1279
ENSG00000102024	4138
ENSG00000102030	4742
ENSG00000102032	2146
ENSG00000102034	4316
ENSG00000102038	4101
ENSG00000102053	7256
ENSG00000102054	7392
ENSG00000102078	3202
ENSG00000102081	5630
ENSG00000102096	2761
ENSG00000102098	4368
ENSG00000102100	3183
ENSG00000102103	1903
ENSG00000102119	2020
ENSG00000102125	4825
ENSG00000102144	5725
ENSG00000102158	4862
ENSG00000102172	2695
ENSG00000102174	7132
ENSG00000102178	2630
ENSG00000102181	5732
ENSG00000102189	10150
ENSG00000102218	3803
ENSG00000102221	5134
ENSG00000102225	6524
ENSG00000102226	5269
ENSG00000102230	5555
ENSG00000102241	3136
ENSG00000102265	1790
ENSG00000102287	9631
ENSG00000102302	4275
ENSG00000102309	4011
ENSG00000102312	3011
ENSG00000102316	2914
ENSG00000102317	3731
ENSG00000102349	9022
ENSG00000102359	2368
ENSG00000102362	7518
ENSG00000102383	6820
ENSG00000102384	4340
ENSG00000102385	8187
ENSG00000102387	2728
ENSG00000102390	1201
ENSG00000102393	2065
ENSG00000102401	4239
ENSG00000102409	1328
ENSG00000102452	8949
ENSG00000102466	4448
ENSG00000102471	4806
ENSG00000102524	3059
ENSG00000102531	7634
ENSG00000102543	3874
ENSG00000102547	5082
ENSG00000102554	3889
ENSG00000102572	6778
ENSG00000102580	5591
ENSG00000102595	8091
ENSG00000102606	11336
ENSG00000102683	1804
ENSG00000102699	6080
ENSG00000102710	10870
ENSG00000102738	1963
ENSG00000102743	1837
ENSG00000102753	4470
ENSG00000102760	1032
ENSG00000102763	7633
ENSG00000102780	18925
ENSG00000102781	8105
ENSG00000102786	8817
ENSG00000102796	3525
ENSG00000102802	2374
ENSG00000102804	7159
ENSG00000102805	4221
ENSG00000102858	8311
ENSG00000102870	6079
ENSG00000102871	2567
ENSG00000102878	4507
ENSG00000102879	4871
ENSG00000102882	3669
ENSG00000102886	1891
ENSG00000102890	2575
ENSG00000102893	11822
ENSG00000102897	3593
ENSG00000102898	3895
ENSG00000102900	5735
ENSG00000102901	5539
ENSG00000102908	16401
ENSG00000102910	9957
ENSG00000102921	7839
ENSG00000102931	2124
ENSG00000102935	9000
ENSG00000102967	4312
ENSG00000102974	4301
ENSG00000102977	3218
ENSG00000102978	3940
ENSG00000102984	3402
ENSG00000102996	4419
ENSG00000103005	7298
ENSG00000103018	6903
ENSG00000103021	5927
ENSG00000103024	1445
ENSG00000103034	9647
ENSG00000103035	2740
ENSG00000103037	4424
ENSG00000103042	6991
ENSG00000103043	8278
ENSG00000103047	6839
ENSG00000103051	4786
ENSG00000103061	5187
ENSG00000103064	7570
ENSG00000103066	4460
ENSG00000103091	7218
ENSG00000103111	6946
ENSG00000103121	3428
ENSG00000103126	7487
ENSG00000103145	1433
ENSG00000103148	6605
ENSG00000103150	5317
ENSG00000103152	1661
ENSG00000103160	3896
ENSG00000103168	5565
ENSG00000103174	5484
ENSG00000103175	4817
ENSG00000103187	6742
ENSG00000103194	5083
ENSG00000103196	7963
ENSG00000103197	11116
ENSG00000103199	6465
ENSG00000103202	3663
ENSG00000103222	7575
ENSG00000103226	8271
ENSG00000103227	7843
ENSG00000103241	2568
ENSG00000103245	8101
ENSG00000103248	5350
ENSG00000103249	8119
ENSG00000103253	4890
ENSG00000103254	1923
ENSG00000103257	4745
ENSG00000103260	3692
ENSG00000103264	6810
ENSG00000103266	2316
ENSG00000103269	1884
ENSG00000103274	1955
ENSG00000103275	12368
ENSG00000103319	6357
ENSG00000103326	7720
ENSG00000103335	10855
ENSG00000103342	8018
ENSG00000103343	2876
ENSG00000103351	7798
ENSG00000103353	8910
ENSG00000103356	5730
ENSG00000103363	1128
ENSG00000103365	8231
ENSG00000103381	3221
ENSG00000103404	12211
ENSG00000103415	3793
ENSG00000103423	7071
ENSG00000103429	4383
ENSG00000103449	5660
ENSG00000103479	7530
